"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Rishab Shetty","Vijay Kiragandur, Chaluve Gowda","Rishab Shetty","Hombale Films","Drama, Action, Adventure","Kannada","2h 27m","A fiery young man clashes with an unflinching forest officer in a south Indian village where spirituality, fate and folklore rule the lands.",80,90,"Kantara: A Legend"
