"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Brian Gilbert","Betty Mahmoody, William Hoffer","Pathé Entertainment","PG-13","Drama","English","Jan 11, 1991, Limited","Feb 13, 2016","$14.0M","1h 50m","Surround","Betty Mahmoody (Sally Field) is an American woman married to ""Moody"" (Alfred Molina), an Iranian-American living in the United States. When Moody informs her that he wants her and their daughter, Mahtob (Sheila Rosenthal), to visit Iran with him, Betty is reluctant because of the country's harsh treatment of women. When the family arrives in Iran, Betty discovers that her husband plans to stay in the country for good, and has no intention of letting her or Mahtob return to the United States.",53,71,"Not Without My Daughter"
