"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Cecil B. DeMille","Cecil B. DeMille","Charles Bennett, Fredric M. Frank, Jesse Lasky Jr.","Paramount Pictures","Adventure","English","Oct 10, 1947, Original","May 22, 2007","2h 26m","To avoid execution on a trumped-up charge, Abby (Paulette Goddard) agrees to be enslaved in the British colonies of North America. The captain of the transport ship, Martin Garth (Howard da Silva), has his eye on her, but he is outbid by Capt. Chris Holden (Gary Cooper), a Virginian. After setting Abby free on shore, Holden learns that Native Americans are plotting to attack the settlers. Holden, suspecting that Garth is in on the scheme, aims to stop them before all the colonists are killed.",86,67,"Unconquered"
