"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Valeska Grisebach","Maren Ade, Jonas Dornbach, Valeska Grisebach, Janine Jackowski, Michel Merkt","Valeska Grisebach","Cinema Guild","Komplizen Film","Drama","German","Feb 16, 2018, Limited","Aug 28, 2018","$39.4K","2h 0m","Flat (1.85:1)","When some German construction workers begin a challenging new job in the Bulgarian countryside, their sense of adventure is awakened, but so, too, are their prejudices.",96,72,"Western"
