"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Georges de Beauregard, Carlo Ponti, Joseph E. Levine","Jean-Luc Godard, Alberto Moravia","Strand Releasing, Criterion Collection, Embassy Pictures","Rome Paris Films, Compagnia Cinematografica Champion","Drama","French (Canada)","Dec 18, 1963, Original","Jun 30, 2023","Oct 20, 2016","$247.8K","1h 43m","Mono","35mm, Scope (2.35:1)","Scenes from a marital breakdown between screenwriter (Michel Piccoli) and his wife (Brigitte Bardot), as both become enmeshed in the behind-the-camera struggles of a director (Fritz Lang) and producer (Jack Palance) as they film an adaptation of Homer's The Odyssey.",92,85,"Contempt"
