"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bruno Barreto","Helio Ferraz, Ibrahim Moussa, Harold Nebenzal","Jorge Amado, Leopoldo Serran","R","Drama","Portuguese (Brazil)","Jan 17, 2017","1h 42m","A rich Turkish bar owner (Sonia Braga) falls in love with his beautiful Brazilian cook (Marcello Mastroianni).",33,50,"Gabriela"
