"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Hark Tsui","Hark Tsui","Hark Tsui","Republic","R","Action","Chinese","Jul 17, 2001","1h 45m","A martial-arts master (Jet Li) defends his father from several gangs during a competition in Beijing.",63,69,"Once Upon a Time in China III"
