"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bruce Robinson","David Wimbury","Bruce Robinson","Warner Bros. Pictures","Handmade Films","R","Comedy","English","May 5, 1989, Wide","Jan 11, 2011","$355.2K","1h 35m","Surround","Pressure from his boss (Richard Wilson) and a skin-cream client produces a talking boil on a British adman's (Richard E. Grant) neck.",60,77,"How to Get Ahead in Advertising"
