"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Donald Cammell","Elie Samaha","R","Mystery & Thriller","English","Aug 21, 2007","1h 30m","Stereo","When bank executive Alex Lee (Anne Heche) turns to prostitution in order to make ends meet, she becomes a high-class call girl for criminal clientele like notorious money launderer Bruno Buckingham (Christopher Walken). But, after she's framed by an undercover agent working as Bruno's chauffeur, Alex is forced to help the FBI bring Bruno to justice. Backed into a corner with no way out, Alex decides to make a run for it with Bruno's wife, Virginia (Joan Chen), with whom she's fallen in love.",60,46,"Wild Side"
