"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Chris Columbus","Lynda Obst, Debra Hill","Touchstone Pictures","PG-13","Musical, Comedy","English","Sep 3, 2002","$5.4M","1h 41m","Surround","A teenager (Charlie Schlatter) kidnaps Elvis Presley (David Keith) at a 1972 concert and brings him home to meet his mother (Tuesday Weld).",38,49,"Heartbreak Hotel"
