"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Badham","Steven Baigleman, Glenn Gers","USA Network, New Line Television, Inc., Trilogy Entertainment Group","R","Mystery & Thriller","English","Jan 23, 2009","1h 36m","Stereo","A homicide detective (Jeanne Tripplehorn) searches for her brother (Corin Nemec), a serial killer who plays cat-and-mouse games.",57,23,"Brother's Keeper"
