"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Baltasar Kormákur","Baltasar Kormákur, Aaron Kandell, Jordan Kandell, Shailene Woodley","Aaron Kandell, Jordan Kandell, David Branson Smith","STX Films","Huayi Brothers, Lakeshore Entertainment, RVK Studios, Ingenious Media, STX Entertainment","PG-13 (Injury Images|Brief Drug Use|Thematic Elements|Language|Partial Nudity|Peril)","Adventure, Drama, Romance","English","Jun 1, 2018, Wide","Aug 21, 2018","$31.4M","2h 0m","Scope (2.35:1)","Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",69,65,"Adrift"
