"Director","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Damien Chazelle","Damien Chazelle","Variance Films","Musical, Romance, Drama","English","Nov 5, 2010, Limited","Dec 17, 2016","$33.8K","1h 22m","This musical romance centers on the breakup of a jazz trumpeter, Guy (Jason Palmer), and a graduate student, Madeline (Desiree Garcia), after Guy gets involved with another woman, Elena (Sandha Khin). It's the eternal story of love lost. In the aftermath, Guy continues to play gigs, though his relationship with Elena never sparks in the same way it did with Madeline. The directionless Madeline bops along and gets involved with another musician, eventually leaving Boston for New York.",92,50,"Guy and Madeline on a Park Bench"
