"Director","Producer","Rating","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philippe Setbon","Xavier Gélin","R","Horror","English","1h 32m","Surround","Police Investigator Detweiler (Alan Bates) arrests the mysterious Mr. Frost (Jeff Goldblum) after finding dozens of murder victims buried at the serial killer's home. Frost becomes mute after his capture, and he is then taken to a mental hospital. But the staff is disturbed by his presence: some caretakers begin to see hellish visions, while others become prone to aggressive fits. Finally, Frost breaks his silence by making a chilling claim about his identity to his doctor, Sarah (Kathy Baker).",33,63,"Mister Frost"
