"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Weitz","Andrew Miano, Paul Weitz, Stephanie Meurer, Chris Parker, Dylan Sellers","Paul Weitz","Roadside Attractions","Limelight, Boies Schiller Entertainment, Depth of Field, Buffalo 8 Productions, Sony Pictures","R (Language)","Comedy, Drama","English","Mar 17, 2023, Limited","$2.1M","1h 25m","Jane Fonda and Lily Tomlin star as estranged friends who reunite to seek revenge on the petulant widower (Malcolm McDowell) of their recently deceased best friend. Along the way, Fonda's character reunites with her great love (Richard Roundtree) as each woman learns to make peace with the past and each other.",75,70,"Moving On"
