"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Cassavetes","Al Ruban","John Cassavetes","Universal Pictures, Anchor Bay Entertainment","Universal Pictures","PG","Comedy, Drama","English","Dec 22, 1971, Original","1h 54m","Mono","Flat (1.85:1)","Depressed and jaded after being dumped by her married boyfriend, aging beauty Minnie Moore (Gena Rowlands) wonders if she'll ever find love. After shaggy-haired parking lot attendant Seymour Moskowitz (Seymour Cassel) comes to her defense from an angry and rebuffed blind date, he falls hopelessly in love with her despite their myriad differences. Minnie reluctantly agrees to a date with Moskowitz, and, slowly but surely, an unlikely romance blossoms between the two.",82,85,"Minnie and Moskowitz"
