"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Milos Forman","Prominent Films","Comedy","English","Oct 26, 1966, Original","Oct 27, 2019","1h 28m","Andula (Hana Brejchová), an innocent Czech girl from a factory town, is desperately in search of love. She believes she's found it when she beds Milda (Vladimir Pucholt), a charming young musician visiting from Prague. Milda, however, is only looking for a casual encounter, and leaves town assuming he'll never see Andula again. But when Andula doesn't hear from him, she packs up and heads to Prague, to the surprise of Milda and his parents (Milada Jezkova, Josef Sebanek).",94,84,"Loves of a Blonde"
