"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gene Stupnitsky","Alex Saks, Marc Provissiero, Naomi Odenkirk, Justine Ciarrocchi, Jennifer Lawrence","Gene Stupnitsky, John Phillips","Columbia Pictures","Excellent Cadaver, Sony Pictures Entertainment (SPE), Odenkirk Provissiero Entertainment","R (Language|Brief Drug Use|Sexual Content|Some Graphic Nudity)","Romance, Comedy","English","Jun 23, 2023, Wide","Aug 15, 2023","$50.2M","1h 43m","Dolby Atmos, Dolby Digital","Flat (1.85:1)","On the brink of losing her childhood home, Maddie (Jennifer Lawrence) discovers an intriguing job listing: wealthy helicopter parents looking for someone to ""date"" their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",70,87,"No Hard Feelings"
