"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Steven Soderbergh","Gregory Jacobs","Coleman Hough","Section Eight Ltd., HDNet, Magnolia Pictures, 2929 Productions","R (Some Language)","Drama","English","Jan 27, 2006","Jan 31, 2006","$145.4K","1h 13m","Middle-aged Martha (Debbie Doebereiner) and 20-something Kyle (Dustin James Ashley) are casual work friends at a Midwestern doll factory. Their comfortable camaraderie is jolted by the arrival of Rose (Misty Dawn Wilkins), a pretty single mother who begins dating Kyle. After Martha is hired to babysit Rose's daughter, she witnesses a blow-up between Rose and her ex-boyfriend Jake (K. Smith). When Rose is found dead the following morning, Martha, Kyle and Jake suddenly become murder suspects.",72,61,"Bubble"
