"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jack Conway","David O. Selznick","Metro-Goldwyn-Mayer","Metro-Goldwyn-Mayer","History, Drama","English","Apr 27, 1934, Original","May 5, 2015","1h 55m","After an overseer beats his peon father to death, a young Pancho Villa spills his first blood when he enacts revenge on the man. Retreating to the hills, Villa (Wallace Beery) spends a number of years as a vicious bandit, brutally attacking the wealthy, which earns him the respect of the poor. When revolutionary Don Felipe de Castillo (Donald Cook) realizes he can utilize Villa's bloodlust, he brings the bandit to the revolutionary leader Francisco Madero (Henry B. Walthall).",60,47,"Viva Villa!"
