"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Deray","Jean-Claude Carrière, Jacques Deray, Jacques Deray","Société Nouvelle de Cinématographie (SNC), Tritone Cinematografica","PG","Mystery & Thriller, Drama","French (France)","$1.7K","2h 0m","When a journalist's (Romy Schneider) boyfriend (Alain Delon) allows her former lover (Maurice Ronet) to drown, the couple must answer questions from an inspector.",95,81,"The Swimming Pool"
