"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mario Monicelli","Franco Cristaldi","Agenore Incrocci, Mario Monicelli, Furio Scarpelli","Continental Distributing Inc.","Lux Film S.p.a., Vides Cinematografica, Avala Film","Crime, Drama","Italian","Oct 25, 1963, Original","Apr 24, 2012","2h 6m","Mono","35mm","Professor Sinigaglia (Marcello Mastroianni) is the title character in this darkly comedic Italian drama about mistreated factory workers in the city of Turin. Toiling away in appalling conditions in a textile mill, these employees have no one to stand up for them until Sinigaglia puts his academic career on the line by helping them to start a strike. Although the teacher comes under scrutiny by unsympathetic authorities, he maintains his dedication to the workers' cause.",89,88,"The Organizer"
