"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Sayles","Jeffrey Nelson, Maggie Renzi","John Sayles","United Artists","Winwood Productions","R","Drama, LGBTQ+","English","Jan 18, 1983, Wide","Apr 5, 2002","Jan 19, 2017","1h 50m","Linda Griffiths plays Lianna, the naive young wife of a professor bored with her life and angered at her husband's blatant sexual indiscretions. She has an affair with another woman, Ruth (Jane Hallaren), and when her affair becomes common knowledge, she finds herself shunned by both her friends and family.",82,63,"Lianna"
