"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ingmar Bergman","Ingmar Bergman","Sveriges Radio","G","Musical","Swedish","Nov 11, 1975, Wide","Nov 20, 2018","2h 14m","The Queen of the Night enlists a handsome prince named Tamino (Josef Köstlinger) to rescue her beautiful kidnapped daughter, Princess Pamina (Irma Urrila), in this screen adaptation of the beloved Mozart opera. Aided by the lovelorn bird hunter Papageno and a magical flute that holds the power to change the hearts of men, young Tamino embarks on a quest for true love, leading to the evil Sarastro's (Ulrik Cold) temple where Pamina is held captive.",92,84,"The Magic Flute"
