"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Pierre-Paul Renders","Diana Elbaum","Philippe Blasband","IFC Films","R","Comedy, Drama","French (Canada)","Aug 3, 2001, Wide","Dec 31, 2002","$82.5K","1h 37m","Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo","Flat (1.85:1)","Thomas Thomas (Benoît Verhaert) is an acute agorophobe who lives in a hermetically sealed apartment. With the help of technology and virtual reality, he never has to leave his home. When a government prostitution program brings Thomas into contact with real people, he finds his possible soul mate in one of the prostitutes, Eva (Aylin Yay).",69,83,"Thomas in Love"
