"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Giuseppe De Santis","Dino De Laurentiis","Giuseppe De Santis, Carlo Lizzani, Mario Monicelli, Gianni Puccini","Lux Film Distributing Corporation","Drama","Italian","Sep 18, 1950, Original","Dec 15, 2015","1h 47m","Francesca (Doris Dowling) and Walter (Vittorio Gassman) are a criminally inclined couple who accidentally part ways while on the run from the law. Luckily, Francesca falls in with a group of peasant women and opts to hide out among them as they toil in the rice fields of the Po Valley. To her surprise, in her cover she discovers a simple but satisfying life filled with hard work and friendship. So when Walter resurfaces, their reunion doesn't go quite as he had expected.",100,81,"Bitter Rice"
