"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Masterson","Island Pictures","Bountiful Film Partners","PG","Drama","English","Jan 24, 1986, Original","Sep 19, 2018","$6.0M","1h 47m","Carrie Watts (Geraldine Page) may be old, but she suffers no shortage of spirit. When her carping daughter-in-law (Carlin Glynn) and overprotective son (John Heard) forbid her to travel alone from Houston to her childhood home in Bountiful, she strikes out anyway. Learning that trains no longer stop there, she takes a bus instead and en route meets a young woman (Rebecca De Mornay) with whom she shares both secrets and memories. Little does she know that her family has alerted the police.",100,86,"The Trip to Bountiful"
