"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Barbara Loden","Harry Shuster","Foundation for Filmakers","PG","Drama","English","Feb 28, 1971, Original","Apr 25, 2019","$51.7K","1h 45m","Wanda (Barbara Loden) is a wanderer in a dreary Rust Belt town, drifting from bars to motels, jobs to jobs and men to men. She's directionless and futureless, an aging beauty seen by men as usable and disposable. She hands over custody of her children because she knows they're better with their father. She eventually tags along with Norman Dennis (Michael Higgins), a petty criminal on the run. He's desperate, disreputable and abusive, but Wanda, meekly accepting her fate, still sleeps with him.",92,70,"Wanda"
