"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Michael Chaves","James Wan, Gary Dauberman, Emile Gladstone","Mikki Daughtry, Tobias Iaconis","Warner Bros. Pictures","Atomic Monster","R (Violence and Terror)","Horror, Mystery & Thriller","English","Apr 19, 2019, Wide","Jul 16, 2019","$54.7M","1h 33m","Scope (2.35:1)","In 1970s Los Angeles, the legendary ghost La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother, a social worker and her own kids are drawn into a frightening supernatural realm. Their only hope of surviving La Llorona's deadly wrath is a disillusioned priest who practices mysticism to keep evil at bay.",28,35,"The Curse of La Llorona"
