"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Preston Sturges","Preston Sturges","Paramount Pictures","Paramount Pictures","Comedy","English","Aug 15, 1940, Original","Nov 11, 2016","1h 22m","Mono","35mm, Flat (1.37:1)","In a dive south of the border, bartender Dan McGinty (Brian Donlevy) stops a young man from committing suicide after a moment of dishonesty, and relates how a moment of honesty brought him down in a flashback. As a young man, McGinty joins a crooked political boss and rises from extortionist to alderman. Urged by the boss to marry his secretary to give respectability to his run for mayor, McGinty agrees -- only to fall in love with his wife and decide to do an honest thing for once in his life.",100,79,"The Great McGinty"
