"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Ryûzô Kikushima, Akira Kurosawa, Tomoyuki Tanaka","Eijirô Hisaita, Evan Hunter, Ryûzô Kikushima, Akira Kurosawa, Hideo Oguni","Toho Company, Kurosawa Production","Crime, Drama","Japanese","Nov 26, 1963, Wide","Feb 25, 2017","2h 22m","Mono","Scope (2.35:1)","Toshiro Mifune stars as a wealthy industrialist whose family becomes the target of a ruthless kidnapper in Akira Kurosawa's exemplary film noir. Based on Ed McBain's detective novel ""King's Ransom,"" ""High and Low"" is both a riveting thriller and a brilliant commentary on contemporary Japanese society.",96,95,"High and Low"
