"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jim Loach","Camilla Bray, Iain Canning","Rona Munro","Screen Media Films","Screen Australia","R (Some Strong Language)","History, Drama","English","Oct 21, 2011, Limited","Aug 10, 2016","1h 45m","Dolby Digital","Until the early 1970s, thousands of British children -- many orphans, others taken by social workers from broken homes -- were packed onto ships bound for Australia. Promised ""oranges and sunshine,"" many instead endured abuse in workhouses as virtual slaves. In 1987, Nottingham, England, social worker Margaret Humphreys (Emily Watson) learns the horrific extent of this program as she attempts to help two of its survivors, the timid Jack (Hugo Weaving) and the violent Len (David Wenham).",71,70,"Oranges and Sunshine"
