"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Paolo Taviani, Vittorio Taviani","Paolo Taviani, Vittorio Taviani","Paramount","R","Comedy, Drama, Fantasy","Italian","Mar 8, 2017","$205.0K","3h 8m","Five stories center around a werewolf, a feudal landlord, peasants, a ghost, and a mother (Margarita Lozano) and her sons.",100,92,"Chaos"
