"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Sam de Jong","Luca Borghese, Ben Howe","Sam de Jong","Film Movement","AgX","Drama","English","Feb 21, 2020, Limited","Feb 21, 2020","$1.2K","1h 28m","A precocious teenager in a family shelter wages war to keep her sisters together while she pursues her dreams of being a dancer.",95,60,"Goldie"
