"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Chris Spencer","Geno Taylor, Missy Valdez, Elie Samaha, Wesley Snipes, Tiffany Haddish, Donald Kushner, Jeru Tillman, Chris Spencer, Eric Daniel","Eric Daniel, Chris Spencer","Luminosity Releasing","MMJ Productions","R","Comedy","English","Aug 18, 2023, Wide","1h 57m","Flat (1.85:1)","After losing the woman of his dreams, Merlin moves to Las Vegas to pursue work as a magician, only to get hired as the front man in a revival of the notorious Black male stripper crew, The Chocolate Chips. Led by Luther -- now broke and broken -- the old, domesticated, out-of-shape Chips put aside former conflicts and reunite to save the hotel they used to perform in while helping Merlin win back his girl.",25,70,"Back on the Strip"
