"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Walter Hill","Neil Canton","Universal Pictures","R","Action","English","Feb 18, 2016","$12.5M","1h 41m","Surround","Firefighters Vince (Bill Paxton) and Don (William Sadler) venture into gang-infested territory to find gold that's been hidden inside an abandoned building. But when they witness a murder, they become the targets of crime lord King James (Ice-T) and his underling Savon (Ice Cube). Fortunately, the treasure hunters have kidnapped a bargaining chip: King James' half-brother, Lucky (Devoreaux White). But this might not be enough to get them -- and their gold -- out of the building intact.",70,47,"Trespass"
