"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sidney Lumet","United Artists","PG-13","Comedy, Drama","English","Oct 12, 1984, Limited","Jan 30, 2017","1h 43m","When doting son Gilbert Rolfe (Ron Silver) finds out his mother has a brain tumor, he is devastated. His incorrigible mother, Estelle (Anne Bancroft), has one last wish: to meet the great Greta Garbo. Gilbert, wanting to do this last thing for her, sets out on a wild goose chase through the streets of New York City to track down the iconic star, at the expense of his personal life and much to the chagrin of his wife, Lisa (Carrie Fisher). Can he find Garbo before it's too late?",57,50,"Garbo Talks"
