"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Hart Bochner","Paul Schiff","20th Century Fox","20th Century Fox","PG-13","Comedy","English","Apr 29, 1994, Original","Sep 2, 2003","$4.3M","1h 19m","Stereo, Dolby SR, Surround","Flat (1.85:1)","Nervous high school senior Tom Lawrence (Chris Young) visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz (Jeremy Piven) and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson (David Spade) and the school's steely president (Jessica Walter). With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",50,75,"P.C.U."
