"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Pedro Almodóvar","Agustín Almodóvar","Pedro Almodóvar, Ray Loriga, Ruth Rendell","El Deseo S.A., Goldwyn Films","R","Drama","Spanish (Spain)","Oct 12, 1997, Original","Jan 16, 1998","Aug 1, 2016","1h 43m","Surround, Dolby Digital","35mm","Victor (Liberto Rabal) goes to meet Elena (Francesca Neri) for a date. Elena, uninterested, tells Victor to leave the apartment before her dealer gets there. Their ensuing argument and struggle draw the attention of policemen Sancho (José Sancho) and David (Javier Bardem). As Elena flees, her gun goes off, paralyzing David. Six years later, Victor gets out of jail and begins having an affair with Sancho's wife, as David and Elena's marriage falls apart.",80,87,"Live Flesh"
