"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Robson","Philip Yordan","Budd Schulberg, Philip Yordan","Columbia Pictures, Columbia TriStar Home Video","Columbia Pictures Corporation","Drama","English","May 9, 1956, Wide","Apr 16, 2012","1h 49m","Mono","Broke and without work, newspaper reporter Eddie Willis (Humphrey Bogart) agrees to work for the corrupt boxing promoter Nick Benko (Rod Steiger) to help hype his new boxer, Toro Moreno (Mike Lane). While Toro is beastly in appearance, he has no actual boxing talent, and all his fights are fixed. When Toro gets a shot at the title against the brutal Buddy Brannen (Max Baer), Willis is faced with the tough decision of whether or not to tell Toro that his entire career is a sham.",100,80,"The Harder They Fall"
