"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"François Truffaut","François Truffaut","François Truffaut, Marie-France Pisier, Jean Aurel, Suzanne Schiffman","Criterion Collection, New World Pictures, Fox Lorber","PG","Romance, Comedy","French (France)","Apr 6, 1979, Wide","Mar 23, 2009","1h 33m","Mono","Beginning with ""The 400 Blows,"" director Francois Truffaut made a series of films about the impetuous Antoine Doinel (Jean-Pierre Léaud), in which this is the last. Antoine is now 30, working as a proofreader and getting divorced from his his wife (Claude Jade). It being the first ""no-fault"" divorce in France, a media circus erupts, dredging up Antoine's past. Indecisive about his new love with a store clerk (Dorothée), he impulsively takes off with an old flame (Marie-France Pisier).",62,70,"Love on the Run"
