"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Evelyn Purcell","James C. Katz, Jon S. Denny","PG-13","Romance, Comedy","English","May 22, 2017","$258.1K","1h 47m","Life for Cassie (Rosanna Arquette) has never been the same after she stabbed her boyfriend for leaving her because she was pregnant. Forced to give up her child for adoption, with her troubled past always close behind, Cassie struggles with depression, suicide attempts and trust issues. While her life is in shambles, a stagehand for a traveling theater troupe, Riley (Eric Roberts), makes his way into her small world. Taken by her, Riley intends to win her heart and give her life a second chance.",0,35,"Nobody's Fool"
