"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Joe McGrath","Denis O'Dell","Columbia","PG","Comedy","English","May 9, 2019","1h 33m","Billionaire Sir Guy Grand (Peter Sellers) thinks nothing of throwing his endless stream of money away. He adopts a street person (Ringo Starr), christens him Youngman Grand and sets about trying to illustrate to his new heir how virtually everyone in the world can be bought. He pays a traffic cop to eat a ticket, pays the Oxford crew team to sabotage a race and finally fills a vat with feces and money, inviting one and all to keep the latter if they don't mind putting up with the former.",61,68,"The Magic Christian"
