"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"George Cukor","Donald Ogden Stewart","Columbia Pictures Corporation","Romance, Comedy","English","Jun 15, 1938, Original","Oct 12, 2010","1h 33m","Johnny (Cary Grant) seems like a solid match for Julia (Doris Nolan), the socialite daughter of Edward Seton (Henry Kolker). Assured that Johnny is a worthy suitor, Edward approves of the pairing. But, as Johnny's wanderlust surfaces -- he is more interested in traveling than in business -- Edward starts to have doubts. Johnny also begins to wonder if he might not be a better match for Linda (Katharine Hepburn), Julia's outspoken younger sister, with whom he has much more in common.",100,89,"Holiday"
