"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Steve Buscemi","Julie Yorn, Elie Samaha, Steve Buscemi, Andrew Stevens","Animal Productions LLC","R","Drama, Crime","English","Jan 1, 2017","1h 30m","Suburbanite Ron (Edward Furlong) is spoiled, young and not overly worried about the marijuana charges leveled against him. But, after being made out to be a drug dealer, he faces a five-year jail sentence in San Quentin State Prison. Physically frail and unaccustomed to his rough surroundings, Ron is primed to fall victim to sexual predators and bullying guards -- that is, until he's befriended by Earl (Willem Dafoe), a veteran inmate who finds meaning in protecting the vulnerable new kid.",83,59,"Animal Factory"
