"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hugh Hudson","David Puttnam","Colin Welland","Warner Home Vídeo, 20th Century Fox","Warner Brothers, Allied Stars","PG","Drama","English (United Kingdom)","Sep 26, 1981, Original","Aug 1, 2016","Mar 1, 2010","2h 3m","Surround","In the class-obsessed and religiously divided United Kingdom of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell (Ian Charleson), a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams (Ben Cross) overcomes anti-Semitism and class bias, but neglects his beloved sweetheart Sybil (Alice Krige) in his single-minded quest.",83,80,"Chariots of Fire"
