"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alain Resnais","Jorge Semprún","Cinemation Industries","Les Films Ariane, Euro International Film (EIA) S.p.A., Cerito Films","PG","Biography","French (France)","May 15, 1974, Original","$12.0K","1h 57m","Mono","After Serge Alexandre Stavisky (Jean-Paul Belmondo) is arrested for fraud for the first time in 1926, his ashamed father kills himself. Undeterred, Stavisky sticks with con games, rising in prominence by selling worthless investments to the French government. Devoted to his wife, Arlette (Anny Duperey), Stavisky prospers despite swindling old friends like Baron Raoul (Charles Boyer). When rumors of his financial dishonesty and extravagances spread, the disgraced financier goes on the run.",85,60,"Stavisky"
