"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Madeleine Sackler","Blake Ashman, James Lawler, Madeleine Sackler","Great Curve Films","Drama","English","May 7, 2010, Original","Apr 19, 2016","$51.5K","1h 21m","This documentary, directed by Madeleine Sackler, shows the tough choices that face inner-city parents regarding their children's education. With public schools, especially in poor areas, often failing to effectively educate children, many parents have turned to charter schools. The film examines the issue and chronicles the journey of four families from Harlem and the Bronx in New York City attempting to overcome the long odds and gain entrance for their children in a successful charter school.",64,76,"The Lottery"
