"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Goldblatt","Robert Mark Kamen, Su Armstrong","Boaz Yakin","New World Pictures, ABC Studios, New South Wales Film & Television Office","R","Action, Adventure, Fantasy","English","Apr 20, 1999","1h 32m","Stereo, Surround","Based on the popular Marvel comic book, this film begins with Frank Castle (Dolph Lundgren) as a respected police officer dedicated to eradicating the Mafia's influence -- that is, until the mob responds with a lethal car bomb that decimates Castle's family. Now, filled with rage and presumed dead from the horrific explosion, Castle takes to the city's underground sewer tunnels to bring his own brutal brand of vigilante justice to the streets and wreak vengeance on those who killed his family.",25,33,"The Punisher"
