"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Claude Miller","Jean-Louis Livi","Claude Miller, Luc Beraud","PG","Drama","French (France)","Nov 2, 2009","1h 51m","Stereo","In Paris during the Nazi occupation, shy and awkward Sophie (Romane Bohringer) is hired to play piano for Irene Brice (Elena Safonova), a beautiful and elegant classical singer. Initially in awe of both Irene and her husband, wealthy but ethically questionable businessman Charles (Richard Bohringer), Sophie soon becomes unwillingly drawn into the couple's life when Irene uses her as the go-between for herself and Jacques (Samuel Labarthe), her handsome lover in the French Resistance.",67,79,"The Accompanist"
