"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Andrew Hulme","Christine Alderson","Andrew Hulme","Head Gear Films, The Jokers","Drama","English","1h 43m","A teenager who has been raised as an evangelical Christian questions his beliefs when he is caught between the influence of his mother and a new, rebellious friend at school.",NA,NA,"The Devil Outside"
