"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Dennis Hopper","Jean Gontier, Gary Jules Jouvenat, Leonard Yakir","Leonard Yakir, Brenda Nielson, Leonard Yakir, Brenda Nielson","Discovery Films","R","Drama","English","Jun 1, 1981, Original","Nov 17, 2021","Aug 21, 2003","1h 34m","Dennis Hopper directed and stars in ""Out of the Blue"" -- the spiritual sequel to his own ""Easy Rider"", chronicling the collapse of sixties idealism into the nihilistic haze of the 1980s. Don Barnes (Hopper) is a truck driver in prison for drunkenly smashing his rig into a school bus. Linda Manz (""Days of Heaven"") plays CeBe, his daughter, a young teen rebel and outsider obsessed with Elvis and the Sex Pistols. Her mother Kathy, (Sharon Farrell) waitresses, shoots up drugs and takes refuge in the arms of other men, including her husband's best friend, Charlie (Don Gordon). CeBe runs away to Vancouver's punk scene and ends up on juvenile probation under the care of well-meaning psychiatrist Dr. Brean (Raymond Burr). After Don's release, the family struggles to re-connect and start over before the revelation of dark secrets leads to a harrowing conclusion.",95,80,"Out of the Blue"
