"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Victor Fleming","John Lee Mahin","Metro-Goldwyn-Mayer","Tomson Films","Romance","English","Oct 22, 1932, Limited","Sep 1, 2009","1h 23m","When earthy prostitute Vantine (Jean Harlow) arrives at Dennis Carson's (Clark Gable) rubber plantation in Indochina, she initiates a steamy affair with the rugged foreman, but is sent packing when the passion cools. Soon Dennis is joined by new employee Gary (Gene Raymond) and his classy but high-strung wife, Barbara (Mary Astor), who falls into Dennis' arms while her husband is away. When Vantine returns, Dennis must decide between the refined adulteress and the tramp with the heart of gold.",90,80,"Red Dust"
