"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Stanley Donen","20th Century Fox","Sherwood Productions","R","Comedy","English","Feb 17, 1984, Wide","Jan 25, 2017","1h 50m","Two friends who work for the same Brazilian company, Matthew (Michael Caine) and Victor (Joseph Bologna) decide to take a vacation together without their wives, since both men are having marital difficulties. Each brings his teenage daughter along, and there is trouble when Matthew begins an affair with Victor's daughter, Jennifer (Michelle Johnson). As Victor catches wind of the fling, Matthew tries to keep his involvement a secret, leading to plenty of uncomfortable situations.",7,40,"Blame It on Rio"
