"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Irving Pichel","Nunnally Johnson","Nunnally Johnson, Nevil Shute","20th Century Fox","20th Century Fox","Drama","English","Jul 8, 1942, Original","1h 26m","While on holiday in the south of France, an English curmudgeon named John Sidney Howard (Monty Woolley) winds up in serious trouble when he finds himself behind enemy lines with Nazis occupying large portions of the country. Howard, who dislikes children, reluctantly agrees to help a couple get their two, Ronnie (Roddy McDowall) and Sheila (Peggy Ann Garner), safely back to England. As Howard returns home, he picks up more kids and tries to stay a step ahead of the Nazis.",100,76,"The Pied Piper"
