"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bing Wang","Louise Prince, Bing Wang","RAI Cinema","Drama","Chinese","Oct 20, 2018","3h 47m","Men spend every day living in isolation in an asylum.",90,NA,"'Til Madness Do Us Part"
