"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Craig Bolotin","Steven Reuther, Arnon Milchan","PG-13","Drama","English","Mar 1, 2013","$11.4K","1h 29m","Stereo, Surround","A girl watches as her high-school idol (Juliette Lewis) meets a boy (C. Thomas Howell) and becomes an unwed mother in 1960s Long Island.",67,79,"That Night"
