"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Bertrand Tavernier","Adolphe Viezzi","PG","Drama","French (Canada)","Aug 1, 2009","$10.2K","1h 46m","When his daughter Caroline (Jane Birkin) was young, Tony (Dirk Bogarde) offered little support as a father. Even so, years later, when he undergoes heart surgery, Caroline comes to visit him in the South of France where he's recuperating. They seem to get along at first, but it's only a matter of time before they reopen old family wounds. Tony knows he will die soon, and as the pair attempt to reconnect, they can't help but feel a sadness for the shared past they'll never recover.",88,81,"Daddy Nostalgia"
