"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Lang","Columbia Pictures","Columbia","R","Western","English","Jun 1, 1980, Original","Nov 2, 2010","1h 42m","Two old-time Wyoming fur trappers (Charlton Heston, Brian Keith) try to protect a runaway Indian (Victoria Racimo) from her angry ex-mate.",43,63,"The Mountain Men"
