"Director","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Fred Schepisi","R","Drama","English","Mar 2, 2010","$6.1M","2h 4m","Surround","Susan Traherne (Meryl Streep) is trying to put find her purpose in the wake of World War II. After a brief but intense affair with a soldier, she stumbles into a job in politics. Her career brings her into contact with Raymond Brock (Charles Dance), who she ultimately marries. But after the two struggle to start a family, the union begins to crack. Struggling to find happiness, Susan is forced to confront the notion that she may have been happiest during the war.",59,52,"Plenty"
