"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Bolt","Robert Bolt","Vides Cinematografica, Tomorrow Entertainment","PG","History, Drama","English (United Kingdom)","Dec 18, 2007","2h 3m","Lord Melbourne's (Jon Finch) wife (Sarah Miles) has a scandalous affair with Lord Byron (Richard Chamberlain) in early 1800s London.",17,13,"Lady Caroline Lamb"
