"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Ala Eddine Slim","Ala Eddine Slim, Juliette Lepoutre, Ali Hassouna, Chawki Knis, Pierre Menahem","Ala Eddine Slim","Madbox Studios, Exit Productions, Inside Producción, Still Moving","Drama","Arabic","2h 0m","A soldier is granted one week's leave after the death of his mother. Rather than return to active duty, he absconds and soon finds himself a wanted man, pursued through an eerily deserted city.",50,NA,"Tlamess"
