"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Hugo Van Lawick","Hugo Van Lawick","Michael Olmert","G","Documentary","English","Sep 27, 1996, Original","$439.8K","1h 22m","Stereo","Renowned nature documentarian Hugo Van Lawick journeys deep into the arid African plains of the Serengeti to track the birth and early years of a leopard cub. The documentary follows the young leopard as he develops from a curious little cat into a sleek young predator capable of existing without the protection and assistance of his mother. In addition to finding food to survive, the leopard must also contend with various dangerous animals, including ruthless hyenas.",56,NA,"The Leopard Son"
