"Director","Producer","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Rudolph","Robert Altman","Columbia Pictures","R","Drama","English","1h 35m","An ex-convict (Geraldine Chaplin) invades the life of her former husband (Anthony Perkins) and his new wife.",70,40,"Remember My Name"
